"","Time","Status","Event.Data","File"
"11","Feb 02, 2022 03:07:45 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: f07d4b4e-c2fd-4220-83a8-eccb5f20c84f, queues: null, hungupBy: null"," afomiachewe .csv"
"12","Feb 02, 2022 03:07:46 pm","Dialout","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"13","Feb 02, 2022 03:09:06 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"14","Feb 02, 2022 03:14:14 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"15","Feb 02, 2022 03:14:16 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"16","Feb 02, 2022 03:16:01 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"17","Feb 02, 2022 03:16:02 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"18","Feb 02, 2022 03:18:02 pm","Dialout","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"19","Feb 02, 2022 03:18:04 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"20","Feb 02, 2022 03:21:23 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"21","Feb 02, 2022 03:21:25 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"22","Feb 02, 2022 03:24:18 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"23","Feb 02, 2022 03:24:19 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"24","Feb 02, 2022 03:27:47 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"25","Feb 02, 2022 03:27:49 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"26","Feb 02, 2022 03:33:14 pm","Non_Core_Work","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"27","Feb 02, 2022 03:36:19 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"28","Feb 02, 2022 03:39:03 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"29","Feb 02, 2022 03:40:16 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"30","Feb 02, 2022 03:43:46 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"31","Feb 02, 2022 03:43:47 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"32","Feb 02, 2022 03:46:36 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"33","Feb 02, 2022 03:46:38 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"34","Feb 02, 2022 03:47:30 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"35","Feb 02, 2022 03:47:31 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"36","Feb 02, 2022 03:51:51 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"37","Feb 02, 2022 03:51:52 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"38","Feb 02, 2022 03:53:39 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"39","Feb 02, 2022 03:53:41 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"40","Feb 02, 2022 03:55:10 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"41","Feb 02, 2022 03:55:11 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"42","Feb 02, 2022 03:59:04 pm","Dialout","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"43","Feb 02, 2022 03:59:05 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"44","Feb 02, 2022 04:05:08 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"45","Feb 02, 2022 04:05:10 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"46","Feb 02, 2022 04:11:04 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"47","Feb 02, 2022 04:11:05 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"48","Feb 02, 2022 04:15:14 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"49","Feb 02, 2022 04:15:16 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"50","Feb 02, 2022 04:15:24 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"51","Feb 02, 2022 04:17:46 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"52","Feb 02, 2022 04:22:44 pm","Break","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"53","Feb 02, 2022 04:34:45 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"54","Feb 02, 2022 04:43:17 pm","Dialout","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"55","Feb 02, 2022 04:43:19 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"56","Feb 02, 2022 04:48:32 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: fb7fed79-d0cd-4c38-b712-66920e4d09a5, queues: null, hungupBy: null"," afomiachewe .csv"
"57","Feb 02, 2022 04:48:32 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: fb7fed79-d0cd-4c38-b712-66920e4d09a5, queues: null, hungupBy: null"," afomiachewe .csv"
"58","Feb 02, 2022 04:48:33 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: fb7fed79-d0cd-4c38-b712-66920e4d09a5, queues: null, hungupBy: null"," afomiachewe .csv"
"59","Feb 02, 2022 04:48:38 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: fb7fed79-d0cd-4c38-b712-66920e4d09a5, queues: null, hungupBy: null"," afomiachewe .csv"
"60","Feb 02, 2022 04:53:25 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: fb7fed79-d0cd-4c38-b712-66920e4d09a5, queues: null, hungupBy: null"," afomiachewe .csv"
"61","Feb 02, 2022 04:53:28 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"62","Feb 02, 2022 04:55:36 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"63","Feb 02, 2022 04:57:39 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 460d9353-8751-4f74-a2ef-e2452c049dd7, queues: null, hungupBy: null"," afomiachewe .csv"
"64","Feb 02, 2022 04:57:39 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 460d9353-8751-4f74-a2ef-e2452c049dd7, queues: null, hungupBy: null"," afomiachewe .csv"
"65","Feb 02, 2022 04:57:40 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 460d9353-8751-4f74-a2ef-e2452c049dd7, queues: null, hungupBy: null"," afomiachewe .csv"
"66","Feb 02, 2022 04:57:45 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 460d9353-8751-4f74-a2ef-e2452c049dd7, queues: null, hungupBy: null"," afomiachewe .csv"
"67","Feb 02, 2022 05:35:51 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 460d9353-8751-4f74-a2ef-e2452c049dd7, queues: null, hungupBy: null"," afomiachewe .csv"
"68","Feb 02, 2022 05:35:57 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"69","Feb 02, 2022 05:41:06 pm","Non_Core_Work","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"70","Feb 02, 2022 05:44:50 pm","Dialout","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"71","Feb 02, 2022 05:45:02 pm","Calling Customer","category: OUTBOUND, conversationType: Conversation Type: Voice, contactId: 32e3b7df-2923-4e38-81c1-5b5c270e473c, queues: null, hungupBy: null"," afomiachewe .csv"
"72","Feb 02, 2022 05:45:16 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 32e3b7df-2923-4e38-81c1-5b5c270e473c, queues: null, hungupBy: null"," afomiachewe .csv"
"73","Feb 02, 2022 05:46:46 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 32e3b7df-2923-4e38-81c1-5b5c270e473c, queues: null, hungupBy: null"," afomiachewe .csv"
"74","Feb 02, 2022 05:46:48 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"75","Feb 02, 2022 05:51:56 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"76","Feb 02, 2022 05:58:58 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"77","Feb 02, 2022 05:59:00 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"78","Feb 02, 2022 06:02:49 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"79","Feb 02, 2022 06:02:51 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"80","Feb 02, 2022 06:04:33 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"81","Feb 02, 2022 06:04:35 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"82","Feb 02, 2022 06:06:11 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"83","Feb 02, 2022 06:06:13 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"84","Feb 02, 2022 06:08:03 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"85","Feb 02, 2022 06:08:04 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"86","Feb 02, 2022 06:16:47 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"87","Feb 02, 2022 06:16:49 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"88","Feb 02, 2022 06:22:06 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"89","Feb 02, 2022 06:22:07 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"90","Feb 02, 2022 06:24:25 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"91","Feb 02, 2022 06:28:32 pm","Lunch","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"92","Feb 02, 2022 06:58:36 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"93","Feb 02, 2022 06:59:47 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"94","Feb 02, 2022 07:02:14 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"95","Feb 02, 2022 07:02:16 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"96","Feb 02, 2022 07:08:04 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: efa63171-6649-41f6-b6f4-16cb3d643390, queues: null, hungupBy: null"," afomiachewe .csv"
"97","Feb 02, 2022 07:08:04 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: efa63171-6649-41f6-b6f4-16cb3d643390, queues: null, hungupBy: null"," afomiachewe .csv"
"98","Feb 02, 2022 07:08:05 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: efa63171-6649-41f6-b6f4-16cb3d643390, queues: null, hungupBy: null"," afomiachewe .csv"
"99","Feb 02, 2022 07:08:10 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: efa63171-6649-41f6-b6f4-16cb3d643390, queues: null, hungupBy: null"," afomiachewe .csv"
"100","Feb 02, 2022 07:38:05 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: efa63171-6649-41f6-b6f4-16cb3d643390, queues: null, hungupBy: null"," afomiachewe .csv"
"101","Feb 02, 2022 07:38:07 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"102","Feb 02, 2022 07:42:06 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"103","Feb 02, 2022 07:44:38 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 445e1dc9-b8bd-44fb-a82c-5e8de9039e29, queues: null, hungupBy: null"," afomiachewe .csv"
"104","Feb 02, 2022 07:44:38 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 445e1dc9-b8bd-44fb-a82c-5e8de9039e29, queues: null, hungupBy: null"," afomiachewe .csv"
"105","Feb 02, 2022 07:44:39 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 445e1dc9-b8bd-44fb-a82c-5e8de9039e29, queues: null, hungupBy: null"," afomiachewe .csv"
"106","Feb 02, 2022 07:44:44 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 445e1dc9-b8bd-44fb-a82c-5e8de9039e29, queues: null, hungupBy: null"," afomiachewe .csv"
"107","Feb 02, 2022 08:45:21 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 445e1dc9-b8bd-44fb-a82c-5e8de9039e29, queues: null, hungupBy: null"," afomiachewe .csv"
"108","Feb 02, 2022 08:45:23 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"109","Feb 02, 2022 08:49:26 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"110","Feb 02, 2022 08:50:26 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"111","Feb 02, 2022 08:52:39 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"112","Feb 02, 2022 08:54:20 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"113","Feb 02, 2022 08:54:21 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"114","Feb 02, 2022 08:54:53 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"115","Feb 02, 2022 08:54:55 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"116","Feb 02, 2022 08:58:00 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"117","Feb 02, 2022 08:58:02 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"118","Feb 02, 2022 09:00:37 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: fb636a3d-a200-4f4d-b476-68ed658ee7c4, queues: null, hungupBy: null"," afomiachewe .csv"
"119","Feb 02, 2022 09:00:37 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: fb636a3d-a200-4f4d-b476-68ed658ee7c4, queues: null, hungupBy: null"," afomiachewe .csv"
"120","Feb 02, 2022 09:00:38 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: fb636a3d-a200-4f4d-b476-68ed658ee7c4, queues: null, hungupBy: null"," afomiachewe .csv"
"121","Feb 02, 2022 09:00:43 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: fb636a3d-a200-4f4d-b476-68ed658ee7c4, queues: null, hungupBy: null"," afomiachewe .csv"
"122","Feb 02, 2022 09:02:02 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: fb636a3d-a200-4f4d-b476-68ed658ee7c4, queues: null, hungupBy: null"," afomiachewe .csv"
"123","Feb 02, 2022 09:02:04 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"124","Feb 02, 2022 09:04:08 pm","Break","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"125","Feb 02, 2022 09:14:35 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"126","Feb 02, 2022 09:15:47 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: d433bebc-63fb-4ab5-96c6-f021e9224c0a, queues: null, hungupBy: null"," afomiachewe .csv"
"127","Feb 02, 2022 09:15:48 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: d433bebc-63fb-4ab5-96c6-f021e9224c0a, queues: null, hungupBy: null"," afomiachewe .csv"
"128","Feb 02, 2022 09:15:49 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: d433bebc-63fb-4ab5-96c6-f021e9224c0a, queues: null, hungupBy: null"," afomiachewe .csv"
"129","Feb 02, 2022 09:15:55 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: d433bebc-63fb-4ab5-96c6-f021e9224c0a, queues: null, hungupBy: null"," afomiachewe .csv"
"130","Feb 02, 2022 09:24:12 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: d433bebc-63fb-4ab5-96c6-f021e9224c0a, queues: null, hungupBy: null"," afomiachewe .csv"
"131","Feb 02, 2022 09:24:13 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"132","Feb 02, 2022 09:29:07 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"133","Feb 02, 2022 09:29:29 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"134","Feb 02, 2022 09:29:58 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"135","Feb 02, 2022 09:30:19 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," afomiachewe .csv"
"136","Feb 02, 2022 09:30:43 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," afomiachewe .csv"
"137","Feb 02, 2022 09:31:14 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: e460a93c-e1ee-413c-af1d-320650bf6fa2, queues: null, hungupBy: null"," afomiachewe .csv"
